"","group","group_name","seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"6467",1,"C1","15",11471568,11477474,1,"DTX1",463,2.24318936642238,4.05898380828525e-14,0.528348596427299
"16075",1,"C1","33",6898639,6903304,1,"NA_ENSGALG00000052195",359,1.3617919063285,4.58759210582935e-14,0.544207240035899
"13067",1,"C1","28",3618416,3605676,2,"MAU2",246,1.39383723618283,4.7584412929995e-14,0.472624110329619
"16242",1,"C1","4",1622479,1633101,1,"ZDHHC9",72,1.42553880874806,5.0417783029406e-14,0.585611782085231
"15299",1,"C1","30",1780337,1759676,2,"NA_ENSGALG00000051260",131,2.25911409523656,5.12881281547994e-14,0.197365933443417
"16032",1,"C1","33",6525654,6520954,2,"STX5",316,1.55232650619842,5.31431472515484e-14,0.448172834589013
"15194",1,"C1","30",365084,373318,1,"NA_ENSGALG00000049498",26,1.693638395349,5.43139836623192e-14,0.400209898059783
"15708",1,"C1","32",643551,647397,1,"TBCB",69,1.3972231956082,5.58666212358887e-14,0.909519571460248
"16020",1,"C1","33",6383824,6379567,2,"NA_ENSGALG00000052834",304,2.26041655460611,6.00106146104621e-14,0.262348690516328
"11931",1,"C1","25",2835945,2830428,2,"LOC112530289",199,1.87741476060193,6.02006287799001e-14,0.445580404154709
"11118",1,"C1","22",4027518,4038784,1,"NA_ENSGALG00000046830",174,1.24342145636371,6.17996168690572e-14,0.622738846398703
"11241",1,"C1","23",1655758,1641843,2,"DNAJC8",69,1.39422718942034,6.18557983479121e-14,0.405943744190946
"7879",1,"C1","2",306562,316269,1,"FASTK",14,1.27992347897741,6.31692368709649e-14,0.699767999536534
"12977",1,"C1","28",2698634,2692405,2,"ANKRD24",156,1.43158708604816,6.3562920009196e-14,0.617485059137015
"15668",1,"C1","32",246753,244036,2,"NA_ENSGALG00000040044",29,1.65691561117799,7.01115565979818e-14,0.744882667778214
"11809",1,"C1","25",1509424,1473405,2,"LOC101749531",77,1.17188018637784,7.14601066693411e-14,0.301514638294136
"15289",1,"C1","30",1409396,1405669,2,"NA_ENSGALG00000051187",121,1.64129974862277,7.26625827803123e-14,0.599555994031489
"3777",1,"C1","10",16308512,16308600,1,"MIR1680",438,1.07366924989959,7.45704638260852e-14,0.77929274316145
"12586",1,"C1","27",5225187,5215338,2,"CCDC47",183,1.67991396917591,7.88223333683651e-14,0.455585237096778
"15855",1,"C1","33",3370670,3361792,2,"CCNT1",139,1.65515354713237,8.46186632770386e-14,0.577326804639835
"6496",1,"C1","16",501635,507486,1,"NA_ENSGALG00000048627",1,4.05871848972148,8.55133724526259e-14,0.222399996431598
"12649",1,"C1","27",6203738,6205370,1,"HOXB8",246,2.70593299106117,8.70996655930568e-14,0.447953652630029
"15201",1,"C1","30",399963,397120,2,"ACP5",33,1.6070403884189,8.73075567053361e-14,0.536809712436741
"3874",1,"C1","10",19936011,19916361,2,"TLE3",535,1.12160869527563,9.17873237872681e-14,0.659682925351053
"15473",1,"C1","31",2783924,2778667,2,"NA_ENSGALG00000048467",172,2.60139667524701,1.02563123268118e-13,0.367768213032685
"11271",1,"C1","23",2253610,2261049,1,"LOC100858796",99,1.12535421591797,1.0482522312167e-13,0.501804849713003
"12153",1,"C1","26",1139505,1135370,2,"SHISA4",63,1.58699254799544,1.07213377174491e-13,0.455843881372357
"7370",1,"C1","18",9925495,9917130,2,"P4HB",333,1.45109358757596,1.11513033719315e-13,0.697941493452066
"20012",1,"C1","6",23470764,23460825,2,"PPRC1",563,1.19414731708565,1.14281541645512e-13,0.752829162392813
"9922",1,"C1","2",130725827,130728188,1,"NA_ENSGALG00000049677",2057,2.21703583719073,1.15606753986657e-13,0.412005035520136
"16083",1,"C1","33",6942174,6953679,1,"PAN2",367,1.26058588745224,1.2975438443918e-13,0.464300001039812
"11932",1,"C1","25",2839747,2835418,2,"CRTC2",200,1.64253420563459,1.36429364777219e-13,0.691521948004673
"11433",1,"C1","23",5376872,5371267,2,"ZBTB8OS",261,1.52808375218155,1.37547378742181e-13,0.704368207970871
"12029",1,"C1","25",3525646,3519445,2,"NA_ENSGALG00000051812",297,1.47297108854424,1.37871521389292e-13,0.325614586596244
"15678",1,"C1","32",315108,320233,1,"NA_ENSGALG00000046691",39,2.276547023834,1.37915084955457e-13,0.344780449876576
"17989",1,"C1","4",90933015,90936387,1,"LBX2",1819,2.01711209232071,1.39678043390456e-13,0.628612219068395
"6010",1,"C1","15",91718,90173,2,"NA_ENSGALG00000052038",6,2.28703125135861,1.40467558571283e-13,0.601431610694383
"16002",1,"C1","33",6255193,6255244,1,"NA_ENSGALG00000040194",286,1.35091171085243,1.43483471559565e-13,1.29100752662991
"12006",1,"C1","25",3324625,3320373,2,"S100A14",274,1.42421208140938,1.44057052255276e-13,0.480912101693959
"4551",1,"C1","12",2909869,2905813,2,"LOC770794",112,1.37762350027778,1.5390944946265e-13,0.478775493022121
"7878",1,"C1","2",304496,306044,1,"TMUB1",13,1.43574319963703,1.55623061874451e-13,1.27123384210956
"12911",1,"C1","28",1514344,1527534,1,"ZBTB7A",90,1.19184025282309,1.57144003656885e-13,0.423216807785342
"15227",1,"C1","30",746283,729916,2,"PNPLA6",59,2.35020849813789,1.65019660902812e-13,0.299885365252978
"4787",1,"C1","12",11997117,12002006,1,"QARS",348,1.4952970259027,1.65579914122055e-13,0.685731503160749
"5542",1,"C1","14",2757417,2761606,1,"GPER1",78,1.37247572194592,1.67726100532051e-13,0.324348461859157
"18059",1,"C1","5",264555,268945,1,"ZP1",31,1.77983272575685,1.68443482878175e-13,0.36240240718985
"11925",1,"C1","25",2723498,2723406,2,"MIR9-4",193,1.54487934724805,1.77397638184898e-13,1.01900987087076
"11832",1,"C1","25",1967612,1978478,1,"NA_ENSGALG00000048069",100,1.31022490272564,1.8018362798844e-13,0.484075674826664
"15637",1,"C1","31",6126680,6136231,1,"NA_ENSGALG00000051194",336,2.81996286654998,1.86585083725568e-13,0.236041468634118
"8453",1,"C1","2",32628685,32626024,2,"HOXA6",588,2.42226731686456,1.99816170992157e-13,0.616404943179267
"15669",1,"C1","32",247282,248146,1,"SELENOW",30,1.652610460544,2.000244165797e-13,0.961724046433625
"5545",1,"C1","14",2804492,2805425,1,"NA_ENSGALG00000051930",81,1.63250590331827,2.03776883550024e-13,0.970953425288273
"16115",1,"C1","33",7203263,7213958,1,"LOC107051537",399,1.1892637853383,2.07131969777439e-13,0.442734164460161
"16070",1,"C1","33",6876344,6886461,1,"NACA",354,1.30518808053447,2.22566400061864e-13,0.431031678080061
"15195",1,"C1","30",367680,363912,2,"NA_ENSGALG00000051588",27,1.44419604085189,2.35445268161809e-13,0.333609933272888
"12763",1,"C1","27",7545007,7521200,2,"ACLY",360,1.54060880375372,2.37364677263928e-13,0.387636549765047
"12030",1,"C1","25",3530669,3523539,2,"SCAMP3",298,1.67024901679642,2.45640460724839e-13,0.420568207347739
"11524",1,"C1","24",426121,417755,2,"EI24",28,1.23944828370983,2.45678672047771e-13,0.603019244464683
"15858",1,"C1","33",3403944,3399045,2,"DDX23",142,1.51861116030125,2.5012114094665e-13,0.526814336556955
"11734",1,"C1","25",20242,11783,2,"USF1",2,1.65698186650637,2.57250727689479e-13,0.304014566450476
"3444",1,"C1","10",2858214,2867161,1,"SCAMP2",105,1.61914903380733,2.65121347303319e-13,0.507897668846114
"13024",1,"C1","28",3254654,3257628,1,"NA_ENSGALG00000015203",203,1.35927193292529,2.86924851111961e-13,0.636158505234153
"15480",1,"C1","31",2862166,2871384,1,"NA_ENSGALG00000047276",179,4.75312845372321,3.0264647952366e-13,0.173219434291318
"5703",1,"C1","14",6895546,6892250,2,"PGP",239,1.57440327330667,3.10194556477023e-13,0.816000048874469
"15638",1,"C1","31",6137450,6138721,1,"NA_ENSGALG00000053327",337,3.07826115639962,3.21906010533809e-13,0.555504735115375
"6638",1,"C1","16",2798256,2810821,1,"NA_ENSGALG00000048814",143,1.67268876158966,3.31856986884501e-13,0.159436563884047
"14998",1,"C1","3",104488742,104488579,2,"LOC112532221",1831,1.01046800814434,3.31856986884501e-13,1.7385176638384
"15282",1,"C1","30",1368439,1359031,2,"NA_ENSGALG00000049794",114,1.3070221335928,3.47690819032228e-13,0.300531465446416
"15872",1,"C1","33",3742460,3765529,1,"NA_ENSGALG00000049672",156,2.54615447474182,3.72788787135846e-13,0.250078135563862
"11411",1,"C1","23",5230360,5245209,1,"KHDRBS1",239,1.35176957791679,3.97307940475187e-13,0.55654609175078
"13100",1,"C1","28",3987462,3986267,2,"NA_ENSGALG00000034918",279,1.53401438531909,4.04708963385962e-13,0.882733858420353
"12768",1,"C1","27",7577987,7580140,1,"NKIRAS2",365,1.78421165487601,4.08697560590444e-13,0.639280303856027
"15741",1,"C1","33",1123982,602192,2,"NA_ENSGALG00000053395",25,2.03257390919277,4.13099914718999e-13,0.160877924946576
"16103",1,"C1","33",7101414,7096155,2,"DGKA",387,1.6085187494078,4.29487377796155e-13,0.500075452502712
"67",1,"C1","1",1103223,1108108,1,"GCC1",67,1.79152786813104,4.45773803049585e-13,0.425575591819724
"12785",1,"C1","27",7749490,7777682,1,"ATP6V0A1",382,1.49457855632295,4.56040699234558e-13,0.501651342367539
"66",1,"C1","1",1102807,1096008,2,"ARF5",66,1.92365733226708,4.63330897898468e-13,0.388963416742318
"6221",1,"C1","15",6932850,6943173,1,"USP30",217,1.23441705680775,4.69965126176754e-13,0.414834043727182
"15670",1,"C1","32",249821,252607,1,"LOC100859629",31,1.65352986836244,4.75256264152858e-13,0.764419301291825
"10639",1,"C1","20",13861021,13896307,1,"B4GALT5",473,1.1991327372848,4.90334713936663e-13,0.43843907562101
"21645",1,"C1","8",24299173,24303146,1,"CDKN2C",585,1.42013833243842,4.98762416800673e-13,0.781509739859308
"13134",1,"C1","28",4391143,4393274,1,"SMIM7",313,1.5663873792718,5.00413799016412e-13,0.538202214123988
"11780",1,"C1","25",468686,476770,1,"DEDD",48,1.30418760794863,5.23051136452693e-13,0.535351339634099
"12690",1,"C1","27",6842574,6829291,2,"PIP4K2B",287,1.58286014372913,5.23051136452693e-13,0.47470726533467
"6580",1,"C1","16",2270522,2172921,2,"LOC100859302",85,2.53619852158013,5.28545534835592e-13,0.127004864015081
"12007",1,"C1","25",3324985,3323931,2,"S100A13",275,1.47111558190995,5.3933579428471e-13,0.732007114848678
"12643",1,"C1","27",6113729,6104309,2,"UBE2Z",240,1.44243005378335,5.39550228455165e-13,0.458597609469843
"16085",1,"C1","33",6957980,6962486,1,"CS",369,1.37687492487859,5.49370779025799e-13,0.64714133503013
"16146",1,"C1","33",7539365,7542378,1,"HOXC13",430,1.46370541378107,5.60451317593725e-13,0.375963061069613
"4769",1,"C1","12",11881077,11878342,2,"TADA3",330,1.56696073654895,5.73609114210522e-13,0.749463688873654
"15860",1,"C1","33",3409283,3412066,1,"CCDC65",144,1.49548748200781,5.82965039080202e-13,0.767016724340811
"12600",1,"C1","27",5473256,5462504,2,"NA_ENSGALG00000054154",197,2.1415476161458,5.83544437827098e-13,0.198124390814797
"6998",1,"C1","17",9507606,9507778,1,"NA_ENSGALG00000026417",358,1.06116307103717,6.94767101604484e-13,0.592394978177766
"20302",1,"C1","6",36337699,36339122,1,"NA_ENSGALG00000053012",853,2.60107112356815,7.07171390827041e-13,0.338636429051239
"5998",1,"C1","14",16042224,16044047,1,"NA_ENSGALG00000052957",534,2.40412109633648,7.3060413250702e-13,0.219578095184789
"12986",1,"C1","28",2764612,2770412,1,"CDC34",165,1.2525195040992,7.30925331788649e-13,0.900016969241281
"15953",1,"C1","33",5553014,5544436,2,"GLI1",237,1.33238684769531,7.43232030948307e-13,0.509019477230969
"23840",1,"C1","Z",78698895,77756523,2,"NA_ENSGALG00000050672",1175,2.62466543789931,7.67380197560104e-13,0.151317049266184
"8452",1,"C1","2",32624948,32617712,2,"HOXA5",587,1.76564964949483,8.31672119388629e-13,0.430778157497645
"15662",1,"C1","32",195670,189129,2,"NAPA",23,1.74295091234437,8.44752288116684e-13,0.572170798948946
"15740",1,"C1","33",1123982,589892,2,"NA_ENSGALG00000049158",24,2.01495862656279,8.72704626226078e-13,0.170112080466365
"3920",1,"C1","10",20583361,20574311,2,"PDIA3",581,1.27586086067733,8.73223226382015e-13,0.536753718438422
"15258",1,"C1","30",1063731,1067912,1,"LOC396477",90,1.88562316007013,8.76414469008328e-13,0.381873112970044
"12612",1,"C1","27",5593719,5584028,2,"LOC107050147",209,2.07535628907976,9.01768965301631e-13,0.330997635969001
"12890",1,"C1","28",1326492,1324567,2,"NA_ENSGALG00000033971",69,1.66894797483909,9.16880412723313e-13,0.516065900967736
"21809",1,"C1","8",30183573,30191756,1,"LOC112532911",749,1.34102127348032,9.16880412723313e-13,0.683072987223591
"13048",1,"C1","28",3433225,3437733,1,"SLC5A5",227,1.43478024649874,9.1879174110363e-13,0.511953716236987
"16104",1,"C1","33",7103196,7105683,1,"PYM1",388,1.83205774615111,9.58441439924137e-13,0.654075424912831
"12644",1,"C1","27",6117913,6115324,2,"ATP5G1",241,1.55053056174057,9.62220068706351e-13,0.78823908234381
"3977",1,"C1","11",847627,860563,1,"TSNAXIP1",48,1.49130309650808,9.71694427069367e-13,0.461087883723248
"16133",1,"C1","33",7377090,7392549,1,"SP1",417,1.14980855832941,1.02059228851025e-12,0.441902514872994
"5223",1,"C1","13",11113461,11120397,1,"CLTB",278,1.36149918459248,1.02329819428979e-12,0.694826772429956
"21558",1,"C1","8",21115285,21115171,2,"LOC112532943",498,1.16652576681165,1.07883162961151e-12,1.16934597886592
"15707",1,"C1","32",640724,624661,2,"LOC107050835",68,1.39839818412186,1.08099258407583e-12,0.475087865177582
"12978",1,"C1","28",2700507,2712155,1,"SIRT6",157,1.6479600185579,1.10398327084645e-12,0.351292519922151
"21557",1,"C1","8",21115147,21115083,2,"NA_ENSGALG00000048272",497,1.16560672897361,1.11218872821939e-12,1.18667036779655
"12786",1,"C1","27",7777863,7781732,1,"NAGLU",383,1.319960414725,1.14095733284542e-12,0.634587994454033
"11478",1,"C1","23",5903355,5910667,1,"RCAN3",306,1.41615097326624,1.20258042872965e-12,0.50930733594137
"11360",1,"C1","23",4171808,4182985,1,"OSCP1",188,1.1148767773232,1.2151462226801e-12,0.476536552327713
"16089",1,"C1","33",6997854,7006369,1,"RNF41",373,1.38018617367895,1.26452243493605e-12,0.574326727230868
"5544",1,"C1","14",2802364,2804239,1,"NA_ENSGALG00000039292",80,1.38239748431691,1.27158668979046e-12,0.787573236593525
"21881",1,"C1","9",1674567,1655080,2,"SAP130",71,1.21786255527682,1.29086038779323e-12,0.737809775565069
"15294",1,"C1","30",1513073,1509743,2,"NA_ENSGALG00000048766",126,2.74802472528384,1.35903766290432e-12,0.282997564776901
"4773",1,"C1","12",11888869,11890055,1,"TTLL8",334,1.69618920650342,1.3688611353258e-12,0.662475825878385
"11080",1,"C1","22",3608251,3602509,2,"IL11",136,2.05422224566826,1.42833518292582e-12,0.370638899175242
"18511",1,"C1","5",17252452,17253522,1,"YPEL4",483,1.24457192640627,1.48865302221771e-12,1.05142180049448
"12188",1,"C1","26",1512989,1511660,2,"NA_ENSGALG00000054872",98,1.54534452612959,1.49251162591028e-12,0.552694779076801
"4950",1,"C1","13",618879,613317,2,"LOC107050985",5,1.19933504076066,1.50683109391667e-12,0.924440946788331
"15255",1,"C1","30",1057605,1055772,2,"PIN1",87,1.85832695669872,1.50683109391667e-12,0.602419487106463
"3979",1,"C1","11",883170,883880,1,"NA_ENSGALG00000030657",50,1.55527839457916,1.51461176689937e-12,0.87334881147751
"9921",1,"C1","2",130680375,130713492,1,"LOC101751687",2056,1.46724225069355,1.51461176689937e-12,0.409097538710159
"15265",1,"C1","30",1137195,1128565,2,"LPAR2",97,1.53508673762079,1.52625898028999e-12,0.231285403543948
"15859",1,"C1","33",3409262,3405483,2,"RND1",143,1.45162840755065,1.52625898028999e-12,0.700528957934023
"8454",1,"C1","2",32637600,32633880,2,"HOXA7",589,1.952434536712,1.54660841580167e-12,0.549300036271491
"6705",1,"C1","17",1931386,1927925,2,"STPG3",65,1.3878185408055,1.55158209707537e-12,0.756612184765035
"4020",1,"C1","11",1407170,1411255,1,"SETD6",91,1.5511533269355,1.55634042386377e-12,0.541682940103209
"17987",1,"C1","4",90918030,90921683,1,"PCGF1",1817,1.46989629042046,1.61624452835251e-12,0.526373317561466
"15938",1,"C1","33",5425817,5426967,1,"PRPH",222,1.42171952250372,1.63079152432963e-12,0.862165997798106
"14996",1,"C1","3",104484251,104486240,1,"ATRAID",1829,1.11162287527757,1.66678383999714e-12,1.32151254884419
"5489",1,"C1","14",1261498,1263977,1,"NA_ENSGALG00000032684",25,1.31390838557406,1.73209701873897e-12,0.804046078014265
"16088",1,"C1","33",7000389,6994057,2,"NABP2",372,1.22334505567019,1.76989224391939e-12,0.489407312010639
"16296",1,"C1","4",2182464,2176683,2,"CMC4",126,1.4860193446469,1.77855429539201e-12,0.470434125817109
"15861",1,"C1","33",3412858,3412284,2,"FKBP11",145,1.52275550814488,1.88626666972793e-12,0.703870463046728
"15606",1,"C1","31",5622867,5620861,2,"LOC101748084",305,2.21893209792545,1.96253285307904e-12,0.41104628360797
"12118",1,"C1","26",510087,522316,1,"KLHL12",28,1.20927945260601,1.99104605734704e-12,0.562802292588279
"18012",1,"C1","4",91078804,91069174,2,"CPXM1",1842,1.24993618131648,2.01122383909168e-12,0.426395076811458
"18510",1,"C1","5",17251852,17248507,2,"CLP1",482,1.25149585167504,2.04572883159535e-12,0.79479501269101
"16284",1,"C1","4",2112286,2111228,2,"LOC100858944",114,1.44890918240615,2.12867873595267e-12,0.996324440879446
"16134",1,"C1","33",7394692,7400565,1,"LOC107051468",418,1.8338096955718,2.31265547606667e-12,0.655124227466424
"11944",1,"C1","25",2912978,2925997,1,"ATP8B2",212,1.77710849842142,2.37037686271849e-12,0.305021670241425
"16114",1,"C1","33",7202344,7200842,2,"MFSD5",398,1.15467344783646,2.38673770686058e-12,0.765292742429078
"12857",1,"C1","28",983593,984731,1,"NDUFA7",36,1.44041745406641,2.42279031121918e-12,1.03434576507239
"16285",1,"C1","4",2115235,2116290,1,"F8A3",115,1.49779283550395,2.47539288097088e-12,1.15674398002325
"11079",1,"C1","22",3597378,3602619,1,"LOC112530164",135,2.45065026249226,2.69791353686768e-12,0.287704873782288
"12522",1,"C1","27",3631332,3623533,2,"CCDC43",119,2.70010117185966,2.70928212947836e-12,0.37049005502408
"12073",1,"C1","25",3867659,3878853,1,"IGSF9",341,1.71884996837704,2.73356021097450e-12,0.422641367173851
"11525",1,"C1","24",428965,426081,2,"FOXRED1",29,1.78002693166246,2.80043860295791e-12,0.708792374797815
"10933",1,"C1","21",6542875,6568734,1,"HSPG2",294,1.75109137129161,2.85220331197905e-12,0.35938054398931
"11526",1,"C1","24",428137,437185,1,"SRPRA",30,1.67947998405836,3.02301044691782e-12,0.477599740645438
"12859",1,"C1","28",985592,989803,1,"CD320",38,1.44668559407392,3.02718026475756e-12,0.676943540164631
"4018",1,"C1","11",1403054,1406514,1,"LOC100859696",89,1.44033318543889,3.03810095010569e-12,0.602241471621761
"16025",1,"C1","33",6449293,6446983,2,"NA_ENSGALG00000051730",309,1.81045685327215,3.06926147013727e-12,0.322309770629451
"18110",1,"C1","5",656839,659426,1,"NA_ENSGALG00000034939",82,1.48840266516938,3.22599493138103e-12,0.636485294627215
"12050",1,"C1","25",3682741,3686986,1,"ENSA",318,1.33621422059896,3.23889715077638e-12,0.675599641440208
"12889",1,"C1","28",1315392,1323490,1,"LOC100857637",68,2.08712165293269,3.23896965152302e-12,0.333117105644729
"16311",1,"C1","4",2390550,2394261,1,"IL2RG",141,1.38786856984413,3.32600887714612e-12,0.620651848807173
"12858",1,"C1","28",983363,981982,2,"RPS28",37,1.43769320782294,3.43771764952477e-12,0.999704318634632
"10955",1,"C1","22",69238,70428,1,"REEP4",11,2.26208756384619,3.52185699085328e-12,0.692850972704958
"4019",1,"C1","11",1403739,1403798,1,"MIR12219",90,1.38441186872514,3.55066613407718e-12,0.878258450990282
"11830",1,"C1","25",1948755,1958413,1,"NA_ENSGALG00000048409",98,1.7529527457066,3.89152803827249e-12,0.307046257763817
"63",1,"C1","1",1038036,1035706,2,"NA_ENSGALG00000053590",63,2.01351127743622,4.17991352996236e-12,0.437597506737722
"15639",1,"C1","31",6143463,6138167,2,"NA_ENSGALG00000049385",338,3.22837367127011,4.54060791818569e-12,0.365799858629149
"11961",1,"C1","25",3057183,3090868,1,"NA_ENSGALG00000051668",229,2.31038133794415,4.61358779424917e-12,0.0722292163095591
"10162",1,"C1","2",149604839,149612006,1,"NA_ENSGALG00000051138",2297,2.52686640650969,4.74241030384925e-12,0.250729261985629
"13114",1,"C1","28",4092302,4096097,1,"RAB3A",293,1.42761206355631,5.24761966306439e-12,0.527299970392183
"15281",1,"C1","30",1359010,1350620,2,"DCAF15",113,1.39420262459747,5.31464188471931e-12,0.272353450020052
"12008",1,"C1","25",3328411,3329269,1,"S100A1",276,1.52223726867833,5.3258829059527e-12,0.956548380142339
"16074",1,"C1","33",6895958,6896030,1,"LOC112530966",358,1.26025995077309,5.44816191194068e-12,0.989565674235264
"15605",1,"C1","31",5608066,5611257,1,"LOC427029",304,1.68371025593449,5.48082669423904e-12,0.460109417611323
"6018",1,"C1","15",232491,211561,2,"NA_ENSGALG00000052048",14,2.87430397118951,5.62698609966922e-12,0.0554634074876293
"12787",1,"C1","27",7781530,7782965,1,"HSD17B1",384,1.22102767553138,5.8582257201349e-12,0.801292920534525
"12729",1,"C1","27",7211269,7215028,1,"CDC6",326,1.52342944795874,5.89390684178122e-12,0.611946069638616
"11190",1,"C1","23",272909,269671,2,"HMGN4",18,1.77610655018731,5.9325507726951e-12,0.695202172376496
"11777",1,"C1","25",460153,452387,2,"RORC",45,1.28101890702078,5.9592891787283e-12,0.390826878336164
"15256",1,"C1","30",1059726,1062070,1,"FBXL12",88,1.87561181203902,6.00245075227408e-12,0.561580483810214
"18044",1,"C1","5",197959,189639,2,"CLCF1",16,1.28818383109142,6.01793638233051e-12,0.417433970814421
"12048",1,"C1","25",3671693,3678692,1,"GOLPH3L",316,1.33686590116187,6.03643414489521e-12,0.303953450975694
"22270",1,"C1","9",16044575,16037792,2,"ECE2",460,1.14211034792175,6.04565834531955e-12,0.561092386597103
"12009",1,"C1","25",3329954,3344000,1,"CHTOP",277,1.22369525628583,6.1783133482665e-12,0.544765579695327
"13101",1,"C1","28",3988751,3987709,2,"UBA52",280,1.53052198723457,6.35862769886014e-12,0.974826581062107
"14995",1,"C1","3",104484164,104480205,2,"SLC5A6",1828,1.0692061553708,6.49930462738759e-12,1.1019588285984
"15182",1,"C1","30",268916,271158,1,"BCAP31",14,1.32980483077246,6.5939564864666e-12,0.539729147679576
"7379",1,"C1","18",9976646,9974105,2,"NA_ENSGALG00000045137",342,1.42218625096482,6.69283953042347e-12,0.594709607345737
"12791",1,"C1","27",7801973,7795407,2,"FAM134C",388,1.54128538717586,7.26295206908028e-12,0.482112268638143
"13047",1,"C1","28",3433690,3422187,2,"JAK3",226,1.36949949264496,7.34885806230677e-12,0.275424433319625
"19388",1,"C1","5",57845834,57845536,2,"NA_ENSGALG00000047347",1360,1.01047398148631,7.39863693085955e-12,0.868345952869303
"11191",1,"C1","23",283248,274496,2,"NA_ENSGALG00000029909",19,1.33230574472393,7.8109095011518e-12,0.532338838155247
"3908",1,"C1","10",20500465,20507873,1,"VPS33B",569,1.33645888383952,7.82308511883036e-12,0.607995147218755
"6825",1,"C1","17",5757926,5770107,1,"MIGA2",185,1.41324777565084,8.1815029600112e-12,0.421390265318269
"10674",1,"C1","21",629761,633043,1,"GPR153",35,1.89622835310468,8.21187528454256e-12,0.617809577556379
"17998",1,"C1","4",90977982,90974034,2,"LOC107056280",1828,1.48548091800186,8.6007971402133e-12,0.617909917866645
"11268",1,"C1","23",2220746,2229123,1,"NA_ENSGALG00000013409",96,1.56222373711661,8.65144392921766e-12,0.378351102540193
"15683",1,"C1","32",390577,402709,1,"NA_ENSGALG00000049393",44,2.50694997669121,8.72907865449496e-12,0.266678046962474
"15857",1,"C1","33",3392702,3398693,1,"LOC107050029",141,1.74481652729855,8.98963395327192e-12,0.28797544725305
"12089",1,"C1","25",3965916,3972235,1,"NDUFS2",357,2.02412489997853,9.28520871385793e-12,0.311346280908883
"15257",1,"C1","30",1059913,1057898,2,"UBL5",89,1.87192184257159,9.49613786527649e-12,0.586560975715742
"7438",1,"C1","18",11094465,11091762,2,"NA_ENSGALG00000047525",401,3.89734965260508,9.6350521290525e-12,0.089509701388727
"12189",1,"C1","26",1526220,1523211,2,"NA_ENSGALG00000052744",99,1.53137082487047,9.98537376732662e-12,0.254341433835033
"18108",1,"C1","5",649566,650442,1,"CDK2AP2",80,1.61660315835835,1.04665105606963e-11,0.844799556342558
"6547",1,"C1","16",1750463,1753075,1,"POLR2I",52,1.6825798131899,1.05332109241803e-11,0.311100120356311
"7701",1,"C1","19",6064415,6058425,2,"SEZ6",252,1.52853617339394,1.05332109241803e-11,0.509243610767741
"9923",1,"C1","2",130731663,130807659,1,"LOC101749352",2058,1.51700689618479,1.05888305402036e-11,0.270243957859691
"16241",1,"C1","4",1622728,1617083,2,"UTP14A",71,1.31050492674621,1.09640142054442e-11,0.693516627496215
"11943",1,"C1","25",2911727,2913531,1,"HAX1",211,2.17896653965071,1.11352830521297e-11,0.435726528554225
"4514",1,"C1","12",1867280,1868246,1,"CYB561D2",75,1.59143561559464,1.12019433921077e-11,1.18664851761896
"19386",1,"C1","5",57844120,57843821,2,"NA_ENSGALG00000047241",1358,1.02253612074552,1.13749332561486e-11,0.782604500468516
"6592",1,"C1","16",2367597,2478250,1,"IL4I1",97,1.62678360323133,1.14069105803907e-11,0.233031847565169
"4515",1,"C1","12",1871561,1868927,2,"TMEM115",76,1.61718321135909,1.32375672544671e-11,0.824131610503875
"12541",1,"C1","27",3809775,3794520,2,"MAP3K14",138,1.32741383260019,1.33469017307123e-11,0.417339121567972
"15680",1,"C1","32",341421,345165,1,"NA_ENSGALG00000049727",41,2.23998828354653,1.34370168618347e-11,0.421821637986581
"8455",1,"C1","2",32645922,32643254,2,"HOXA9",590,1.63909667102488,1.35452769082837e-11,0.442592790025501
"11199",1,"C1","23",350577,344662,2,"CNKSR1",27,1.1091437112483,1.3703478636394e-11,0.434987855426748
"7321",1,"C1","18",9255822,9259602,1,"ENTHD2",284,1.36591218497264,1.37538010765082e-11,0.757936840304175
"12152",1,"C1","26",1123454,1132975,1,"LMOD1",62,1.45471083030072,1.46520612092797e-11,0.424256104635045
"6499",1,"C1","16",620890,613212,2,"LOC100857850",4,2.27900222247415,1.47626418591199e-11,0.1084974760934
"16073",1,"C1","33",6895177,6895251,1,"LOC112530962",357,1.24961495634058,1.49141351724546e-11,0.940946196337229
"16082",1,"C1","33",6934615,6940207,1,"STAT2",366,1.44398755852814,1.50373231781963e-11,0.507909757309898
"11933",1,"C1","25",2843844,2844777,1,"RPS27",201,1.35463563886155,1.52015418266738e-11,0.942109755694263
"15997",1,"C1","33",6208468,6207008,2,"NA_ENSGALG00000053973",281,3.78403090047616,1.52707136029086e-11,0.247595104479623
"16131",1,"C1","33",7362680,7355723,2,"AAAS",415,1.45805770035713,1.57095910249253e-11,0.373002315735643
"12666",1,"C1","27",6508099,6502621,2,"SP2",263,1.08964426298253,1.59726404315064e-11,0.684807529670438
"15183",1,"C1","30",272962,271207,2,"TAZ",15,1.40213707440827,1.6155943018661e-11,0.621095001318644
"9932",1,"C1","2",131097427,131099728,1,"NA_ENSGALG00000049028",2067,1.73127312798184,1.66071796855411e-11,0.303234149955268
"10673",1,"C1","21",622081,629374,1,"ACOT7",34,1.49555190415478,1.6744986820337e-11,0.476114397578091
